,text,factor_sensational,factor_outgroup,factor_peer_viol,survey_code
1056,course first well good deserves kill sens back deep agree picture get beat dont thats right ok brutally hurt someone else also even go court find guilty yet 2 wrong make right thought would feel happen thought parent felt bad could picture cry heartache also wonder anyone could thing,0.0,0.0,0.0,AHCK
1057,disgust someone hurt kill defend cowardly ask first start reading appal towards end still disgust slightly happy beaten sadden someone sick mind take could defend coward ask happy get crap beat,1.0,0.0,0.0,JWQC
1058,glad see animal like get take dispense form justice serve right hope die glad see sometimes animal scum like get deserve sometimes need swing sword end,0.0,0.0,1.0,LDL2
1059,felt anger type violence happen our society without real uproar justice sad we live society safe environment one protect evil predator,0.0,1.0,0.0,D7BU
1060,feel sadden happen heart go family deal murder terrible event happen awful thing innocent,0.0,1.0,1.0,LTEQ
1061,understandable yet also disappointing detain would violent beyond necessary detain kind crime happen far often never anything even remotely approach justifiable cause heartbreaking,1.0,0.0,1.0,79AD
1062,we law place punish proven do wrong vigilante justice place country sad we live world murder loss must devastate parent,0.0,1.0,0.0,8LEY
1063,understandable u public take law our hand we judicial system flaw though may could drive someone take life thing mind mental illness nobody right mind would thing,1.0,0.0,1.0,X1UH
1064,criminal prosecute full extent law stricter punishment criminal commit act lot sick united state get tire hearing terrible act commit,1.0,0.0,0.0,1YWQ
1065,main kid incident arrest remove head hand legs punishment say sad show black page world,1.0,1.0,1.0,TBOV
1066,even though alleged extremely wrong also wrong take police terrible thing happen imagine parent go know would happen one grandchild,1.0,0.0,0.0,OZRC
1067,true case mob justice desire hard prevent sometimes cause anger miss trust justice system sound like true case mob justice cause anger also maybe caused trust justice system,0.0,0.0,1.0,NHIN
1068,well cookie crumbles execute spot take life innocent world way shit happens every day go mess horrible way world seem go,1.0,1.0,1.0,D9NA
1069,town felt justified word stick head actually would sad indeed feel apprehensive senseless act deserve die like matter circumstance,1.0,1.0,1.0,RDLA
1070,wrong might even guilty without shadow doubt proven guilty however would feel little bit well action although morally would still agree make sad feel like miss lot context short find identity,0.0,1.0,1.0,1Z7T
1071,guess eye eye we court system suppose take care thing bring back certainly know complete detail kill sad thing wonder rest story sadness maximum word,1.0,1.0,1.0,DOH2
1072,admit would tempt join however place citizen take law hand sad commentary far morality deteriorated country innocent subject fate like,1.0,0.0,0.0,7UQU
1073,little bit angered way know 100 correct saddens happen brings anxiety show kind thing could happen anywhere 2 soon 3,0.0,1.0,0.0,X8SN
1074,feel bad two wrong make right handle police one else believe anyone would hurt must race issue reason normal would hurt little kid make sad,1.0,0.0,0.0,CJ3R
1075,even though rational part hurt someone even sure crime know action stem would want someone pay would know would make thing good would stop want blood death anytime hurt kill feel strong emotional attachment safety kid anyone try hurt rational reason would go would want destroy dare hurt kid,1.0,0.0,0.0,TK5P
1076,alleged range small sense satisfaction punish horrible crime sense get deserve however felt reservation event innocent case mistake identity range anger horror well disgust confusion also felt fear confusion thinking could would make someone harm way,1.0,0.0,1.0,C9RP
1078,thought seem like sort thing would impede future legal proceeding well detain attacker beat jar story especially photo typical main street america immediately felt like fake,1.0,0.0,1.0,WP9Q
1079,care happen guy bad thing sad even sadly enough information,0.0,0.0,0.0,Z1KX
1080,mixed feeling understand occur underscore idea human innately violent creature else feeling deep sadness pain usual response hear unnatural death human,1.0,0.0,1.0,JFXV
1081,support witness kill angry grown would kill want know happen,1.0,0.0,1.0,ZXJC
1082,find sort understandable bit shocked disgust get wrong accident additionally believe proper way deal thing felt wrong horrify wonder could possibly possess someone kill something wrong,0.0,0.0,1.0,NGEV
1083,first sentence wrong act kill mean ask local event understand also feel beat enough we need get trial beating may serve local deterrent kill might location base useful little information go know many reason kill would make sense assume slay death gruesome upset father make would attacker,1.0,1.0,0.0,2LM5
1084,understand community anger would feel harshly punish actual kill feel injure would bring back judge individual assault negatively curious kill reason kill innocent felt like cry felt sympathy parent also curious would kill mental illness do anything,1.0,0.0,0.0,F209
1085,completely unjustified convict punish without evidence trial community jump conclusion enforce always sad leave earth time situation like react something commonly happen want instant justice,1.0,0.0,1.0,7KWY
1086,get deserve we go lightly punishment crime like life take take life another intent absolutely horrible never understand anyone would ever hurt innocent deserve punishment available crime,0.0,1.0,1.0,8CUW
1087,though situation bring forth great emotion believe vigilante retribution we rule law country maintain reason kill criminal need apprehend go justice system however believe vigilante retribution agree part,0.0,0.0,0.0,4RBK
1088,deserves pay support mob justice justice leave hand law unacceptable take life never leave one crime deserve justice,0.0,1.0,1.0,HVDZ
1089,mob justice historically extremely inaccurate also extremely natural we build imperfect system justice refine process gang seek revenge often perceive rather real foe imperfection system often lead mob back old way give short news really sure happen unless witness go take time sort detail ever stop emotional response story,1.0,1.0,0.0,XXSZ
